url,h1,p,parent
https://www.geeksforgeeks.org/scala-programming-language/?ref=ghm,Scala Programming Language,"Scala is a general-purpose, high-level, multi-paradigm programming language. It is a pure object-oriented programming language which also provides support to the functional programming approach. Scala programs can convert to bytecodes and can run on the JVM (Java Virtual Machine). Scala stands for Scalable language. It also provides Javascript runtimes. Scala is highly influenced by Java and some other programming languages like Lisp, Haskell, Pizza etc.Overview, Basics, Control Statements, OOP Concepts, Parameterized – Type, Exceptions, Scala Annotation, Methods, String, Scala Packages, Scala Trait, Collections, Scala Options, Miscellaneous Topics BasicsControl StatementsOOP ConceptsParameterized – TypeExceptionsScala AnnotationMethodsStringScala PackagesScala TraitCollectionsScala OptionsMiscellaneous Topics",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/perl-programming-language/?ref=ghm,Perl Programming Language,"Perl is a general purpose, high level interpreted and dynamic programming language. Perl supports both the procedural and Object-Oriented programming. Perl is a lot similar to C syntactically and is easy for the users who have knowledge of C, C++. Since Perl is a lot similar to other widely used languages syntactically, it is easier to code and learn in Perl. Programs can be written in Perl in any of the widely used text editors like Notepad++, gedit, etc.Basics, Fundamentals, Input and Output, Control Flow, Datatypes, Strings, Object Oriented Programming in Perl, Subroutines, Regular Expressions, File Handling, Context Sensitivity, CGI Programming, Misc FundamentalsInput and OutputControl FlowDatatypesStringsSubroutinesRegular ExpressionsFile HandlingContext SensitivityCGI ProgrammingMisc             ",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/golang/?ref=ghm,Golang,"Golang is a procedural and statically typed programming language having the syntax similar to C programming language. Sometimes it is termed as Go Programming Language. It provides a rich standard library, garbage collection, and dynamic-typing capability. It was developed in 2007 by Robert Griesemer, Rob Pike, and Ken Thompson at Google but launched in 2009 as an open-source programming language and mainly used in Google’s production systems. Golang is one of the most trending programming languages among developers.Overview, Fundamentals, Control Flow, Functions and Methods, Structure, Arrays & Slices, String, Pointers, Interfaces, Concurrency FundamentalsControl StatementsFunctions & MethodsStructureArrays & SlicesStringPointersInterfacesConcurrency ",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/kotlin-programming-language/?ref=ghm,Kotlin Programming Language,"Kotlin is a statically typed, general-purpose programming language developed by JetBrains, that has built world-class IDEs like IntelliJ IDEA, PhpStorm, Appcode, etc. It was first introduced by JetBrains in 2011 and is a new language for the JVM. Kotlin is an object-oriented language, and a “better language” than Java, but still be fully interoperable with Java code.Kotlin is sponsored by Google, announced as one of the official languages for Android Development in 2017. Kotlin Android TutorialRecent Articles on Kotlin! Overview, Basics, Control Flow, Array & String, Functions, Collections, OOPs Concept,  Exception Handling, Null Safety, Regex & Ranges, Java Interoperability, Miscellaneous, AndroidBasicsControl FlowArray & StringFunctionsCollectionsException HandlingNull SafetyRegex & RangesJava InteroperabilityMiscellaneousAndroid    ",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/html-tutorials/?ref=ghm,HTML,"HTML stands for HyperText Markup Language. It is used to design web pages using the markup language. HTML is the combination of Hypertext and Markup language. Hypertext defines the link between the web pages and markup language defines the text document within the tag that define the structure of web pages.HTML is used to create the structure of web pages that are displayed on the World Wide Web (www). It contains Tags and Attributes that are used to design the web pages. Also, we can link multiple pages using Hyperlinks.The basic structure of an HTML page is laid out below. It contains the essential building-block elements (i.e. doctype declaration, HTML, head, title, and body elements) upon which all web pages are created.<DOCTYPE! html> – A doctype or document type declaration is an instruction that tells the web browser about the markup language in which the current page is written. It is not an element or tag. The doctype declaration is not case-sensitive.<html> – This tag is used to define the root element of HTML document. This tag tells the browser that it is an HTML document. It is the second outer container element that contains all other elements within it.<head> – This tag is used to define the head portion of the HTML document that contains information related to the document. Elements within the head tag are not visible on the front-end of a webpage.<body> – The body tag is used to enclose all the visible content of a webpage. In other words, the body content is what the browser will show on the front end.Example 1: This is the basic example of HTML that display the heading and paragraph content.Output:Example 2: This example describes how to create a simple form using HTML. To create a form, we will use <form> tag and inside form tag, we will use some input fields and label elements to display the form.Output:Online Course | Web Design for Beginners: A beginner-level course for the curious Geek inside you! Here you will be learning all that there is to know about Web designing from scratch!HTML Questions: Please go through this link to see the wide collection of question based examples. These examples are categorized based on the topics including hyperlinks, forms, tables, frames, and many more.Complete References:Quiz Set:Practice Quiz 1Practice Quiz 2HTML Interview QuestionsRecent ArticlesIf you like GeeksforGeeks and would like to contribute, you can also write an article and mail your article to review-team@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above.My Personal Notes
arrow_drop_upSaveIf you like GeeksforGeeks and would like to contribute, you can also write an article and mail your article to review-team@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above.",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/css-tutorials/?ref=ghm,CSS,"CSS (Cascading Style Sheets)is used to apply styles to web pages. Cascading Style Sheets are fondly referred to as CSS. It is used to make web pages presentable. The reason for using this is to simplify the process of making web pages presentable. It allows you to apply styles on web pages. More importantly, it enables you to do this independently of the HTML that makes up each web page.Styling is an essential property for any website. It increases the standards and overall look of the website that makes it easier for the user to interact with it. A website can be made without CSS, as styling is MUST since no user would want to interact with a dull and shabby website. So for knowing Web Development, learning CSS is mandatory.Basic Format: It is the basic structure of CSS style of an webpage.There are three types of CSS which are given below:Example 1: Let’s see a small example of HTML webpage with CSS styles. Here, we use styles to set the alignment and text color of a webpage.Output:Example 2: In this example, we will see how to apply styles using class and id.Output:Tags for formatting a web page were never intended in HTML. HTML was established to define a web page’s content. The addition of tags like <font> and color attributes to HTML created a big problem for web developers. The creation of large websites, where fonts and color information were added to each page, became a time-consuming and costly procedure. CSS was established to address this issue. CSS eliminated the HTML page’s style formatting.  Examples: Please go through this link to see the wide collection of programming examples. The examples are categorized based on the topics including properties, selectors, functions, and many more.Please write comments if you find anything incorrect, or if you want to share more information about the topic discussed above.",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/javascript-tutorial/?ref=ghm,JavaScript,"JavaScript (JS) is the most popular lightweight, interpreted compiled programming language. It can be used for both Client-side as well as Server-side developments. JavaScript also known as a scripting language for web pages. JavaScript is used by many developers (65% of the total development community), and the number is increasing day by day. JavaScript is one such programming language that has more than 1444231 libraries and increasing rapidly. It is preferred over any other programming language by most developers. Also, major tech companies like Microsoft, Uber, Google, Netflix, and Meta use JavaScript in their projects.JavaScript can be added to your HTML file in two ways: Internal JavaScript: We can add JS code directly to our HTML file by writing the code inside the <script> & </script>. The <script> tag can either be placed inside the <head> or the <body> tag according to the requirement.Example: It is the basic example of using JavaScript code inside of HTML code, that script enclosing section can be placed in the body or head of the HTML document.Output: The output will display on console. External JavaScript: We can create the file with a .js extension and paste the JS code inside of it. After creating the file, add this file in <script src=”file_name.js”> tag, and this <sctipt> can import inside <head> or <body> tag of the HTML file.Example: It is the basic example of using JavaScript javascript code which is written in a different file. By importing that .js file in the head section.Output: The output will display on console.It is mainly used to develop websites and web-based applications. JavaScript is a language that can be used as a front-end as well as a backend.JavaScript is the most popular and hence the most loved language around the globe. Apart from this, there are abundant reasons to become the most demanding. Below are a listing of a few important points:This section contains the list of all properties and methods of all JavaScript objects.   Please go through our JavaScript Course and JavaScript Examples link to see the wide collection of JavaScript programming examples. The examples are categorized based on the topics, including objects, functions, arrays, DOM, and many more.",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/bootstrap/?ref=ghm,Bootstrap," Bootstrap is a free and open-source tool collection for creating responsive websites and web applications. It is the most popular HTML, CSS, and JavaScript framework for developing responsive, mobile-first websites. Nowadays, the websites are perfect for all browsers (IE, Firefox, and Chrome) and for all sizes of screens (Desktop, Tablets, Phablets, and Phones). All thanks to Bootstrap developers – Mark Otto and Jacob Thornton of Twitter, though it was later declared to be an open-source project.By using this framework we can easily manipulate the styling of any web page, like font style, text color, background color, flex, grid system, etc. Bootstrap Vesrion 4 & Vesrion 5 are the most popular versions. There are lots of other CSS frameworks like Tailwind CSS, Bulma, and Foundation but among them, this framework is the most popular because of below mentioned features:How to use Bootstrap on the webpage: There are two ways to include Bootstrap in the website.<!– CSS library –><link rel=”stylesheet” href=”https://stackpath.bootstrapcdn.com/bootstrap/4.3.1/css/bootstrap.min.css” integrity=”sha384-ggOyR0iXCbMQv3Xipma34MD+dH/1fQ784/j6cY/iJTQUOhcWr7x9JvoRxT2MZw1T” crossorigin=”anonymous”><!– jQuery library –><script src=”https://code.jquery.com/jquery-3.3.1.slim.min.js” integrity=”sha384-q8i/X+965DzO0rT7abK41JStQIAqVgRVzpbzo5smXKp4YfRvH+8abtTE1Pi6jizo” crossorigin=”anonymous”></script><!– JavaScript library –><script src=”https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.7/umd/popper.min.js” integrity=”sha384-UO2eT0CpHqdSJQ6hJty5KVphtPhzWj9WO1clHTMGa3JDZwrnQq4sF86dIHNDz0W1″ crossorigin=”anonymous”></script><!– Latest compiled JavaScript library –><script src=”https://stackpath.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.min.js” integrity=”sha384-JjSmVgyd0p3pXB1rRibZUAYoIIy6OrQ6VrjIEaFf/nJGzIxFDsf4x0xIM+B07jRM” crossorigin=”anonymous”></script>Example:Output:<link rel=”stylesheet” type=”text/css” href=”css/bootstrap.min.css”><script src=”js/bootstrap.min.js”> </script><script src=”https://ajax.googleapis.com/ajax/libs/jquery/2.1.3/jquery.min.js”></script>Example:Output:Learn Basic Bootstrap step by step:Recent Articles on Bootstrap",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/tailwind-css/?ref=ghm,Tailwind CSS,"Tailwind CSS is basically a Utility first CSS framework for building rapid custom UI. It is a highly customizable, low-level CSS framework that gives you all of the building blocks that you need. Also, it is a cool way to write inline styling and achieve an awesome interface without writing a single line of your own CSS. Why Tailwind CSS ?As we know there are many CSS frameworks but people always choose the fast and easy framework to learn and use in the project. Tailwind has come with inbuilt a lot of features and styles for users to choose from and is also used to reduce the tendency of writing CSS code and create a beautiful custom UI. It will help you to overcome the complicated task. Tailwind CSS creates small utilities with a defined set of options enabling easy integration of existing classes directly into the HTML code. Tailwind CSS CDN Link:<link href=”https://unpkg.com/tailwindcss@^1.0/dist/tailwind.min.css” rel=”stylesheet”>Note: There are some limitations when CDN is used. Some of them are:Installation of Tailwind CSS:Through npm:Basically Tailwind is available on npm and you can install it using the following command:After that create ad Tailwind configuration file using the following command:Through yarn:You can install tailwind by using the yarn command:After that create ad Tailwind configuration file using the following command:Example: It is a basic example of Tailwind CSS that describes how to change the background color on mouse hover.Output:Advantages:Disadvantages:",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/foundation/?ref=ghm,Foundation,"A Foundation is an open-source and responsive front-end framework created by ZURB in September 2011 that makes it simple to create stunning responsive websites, apps, and emails that operate on any device. Many companies, like Facebook, eBay, Mozilla, Adobe, and even Disney, use it.The framework is based on bootstrap, which is similar to SaaS. It’s more complex, versatile, and configurable. It also comes with a command-line interface, making it simple to use with module bundlers. Email framework provides you with responsive HTML emails, which can be read on any deviceWhy Foundation?How to use Foundation?Method 1: Go to the official documentation https://get.foundation/ and click on the Download All button to use it offline.Method 2: Use the following CDN Links inside the head tag.<link rel=”stylesheet” href=”https://cdn.jsdelivr.net/npm/foundation-sites@6.5.1/dist/css/foundation.min.css” integrity=”sha256-1mcRjtAxlSjp6XJBgrBeeCORfBp/ppyX4tsvpQVCcpA= sha384-b5S5X654rX3Wo6z5/hnQ4GBmKuIJKMPwrJXn52ypjztlnDK2w9+9hSMBz/asy9Gw sha512-M1VveR2JGzpgWHb0elGqPTltHK3xbvu3Brgjfg4cg5ZNtyyApxw/45yHYsZ/rCVbfoO5MSZxB241wWq642jLtA==” crossorigin=”anonymous”><script src=”https://cdnjs.cloudflare.com/ajax/libs/foundation/6.0.1/js/vendor/jquery.min.js”></script> <script src=”https://cdn.jsdelivr.net/npm/foundation-sites@6.5.1/dist/js/foundation.min.js” integrity=”sha256-WUKHnLrIrx8dew//IpSEmPN/NT3DGAEmIePQYIEJLLs= sha384-53StQWuVbn6figscdDC3xV00aYCPEz3srBdV/QGSXw3f19og3Tq2wTRe0vJqRTEO sha512-X9O+2f1ty1rzBJOC8AXBnuNUdyJg0m8xMKmbt9I3Vu/UOWmSg5zG+dtnje4wAZrKtkopz/PEDClHZ1LXx5IeOw==” crossorigin=”anonymous”></script>Now let’s understand how to use it using an example.Example: This example illustrates the use of customize column for the menu.Output:Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/materialize-css/?ref=ghm,Materialize CSS,"Materialize CSS is a design language that combines the classic principles of successful design along with innovation and technology. It is created and designed by Google. Google’s goal is to develop a system of design that allows for a unified user experience across all its products on any platform.Why Materialize CSS?Installing Materialize CSS:Method 1: Go to the official documentation of the Materialize https://materializecss.com/getting-started.html and download the latest version available. After that put the downloaded materialize.min.js and materialize.min.css file in a directory of your project. Method 2: You can use CDN link to run the code without installing it. Include the following CDN links inside the head tag.<!– Compiled and minified CSS –><link rel=”stylesheet” href=”https://cdnjs.cloudflare.com/ajax/libs/materialize/1.0.0/css/materialize.min.css”><!– Compiled and minified JavaScript –><script src=”https://cdnjs.cloudflare.com/ajax/libs/materialize/1.0.0/js/materialize.min.js”></script>Method 3: Install Materialize using npm. Before installing it, first install node.js and npm and then run the following command:Method 4: You can install Materialize using Bower package manager. Use the following command to install it.Now let’s understand the working of Materialize using an example.Example: In this example, we have created a simple breadcrumb with the current location BreadCrumb. It means you are on the BreadCrumb page and it is under Materialize category and HTML5 points HTML5 page.Output:Learn More about Materialize CSS:Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/bulma/?ref=ghm,Bulma,"Bulma is an Open source CSS framework developed by Jeremy Thomas. This framework is based on the CSS Flexbox property. It is highly responsive and minimizes the use of media queries for responsive behavior.Why Bulma?Bulma Installation Steps: To install the Bulma using the following steps, first you need to install node.js. You can see the articles to install Node.js in Windows or Linux System.After installation of Bulma, import the CSS file into your project using the following code snippet:CDN Link: Without installing the Bulma, you can directly run the Bulma code using Bulma CDN link. Add this link inside the head section of the code.Now let’s understand the working of it using an example.Example: The below example illustrates the text transformation class.Output:Bulma Complete References:Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/pure-css/?ref=ghm,Pure CSS,"Pure CSS is a CSS framework. It is a set of free and open-source tools for building responsive websites and web applications. Yahoo developed this, which is used to make websites that are quicker, more elegant, and more responsive. It is a viable alternative to Bootstrap. Pure CSS is designed with keeping responsive design in mind. So we get prebuilt responsive styles that stay the same on all platforms.Why Pure CSS ?Installing Pure CSS: There are two methods by which we can install and run the code.1. Using NPM Install: You can add Pure CSS to your project through npm. This is our recommended way to integrate styles into your project’s build process and toolchain. To run this command, first, need to install the node.2. Using CDN Link: You can add Pure CSS to your web page via the free unpkg CDN link. Just add the following <link> element into your page <head> section, before your project’s style sheets.<link rel=”stylesheet” href=”https://unpkg.com/purecss@2.0.5/build/pure-min.css” integrity=”sha384-LTIDeidl25h2dPxrB2Ekgc9c7sEC3CWGM6HeFmuDNUjX76Ert4Z4IY714dhZHPLd” crossorigin=”anonymous”>Now let’s understand the working of pure CSS using an example.Example: The following example shows a simple dropdown menu and a drop-down with different background colors created by using the background-color property of CSS.Output:Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/primer-css/ref=ghm,,"While you’re here, feast your eyes upon these popularrecommendations for you.Problem of the dayJob-A-ThonInterview SeriesPython Tutorial",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/blaze-ui/ref=ghm,,"While you’re here, feast your eyes upon these popularrecommendations for you.Problem of the dayJob-A-ThonInterview SeriesPython Tutorial",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/semantic-ui/ref=ghm,,"While you’re here, feast your eyes upon these popularrecommendations for you.Problem of the dayJob-A-ThonInterview SeriesPython Tutorial",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/angularjs/?ref=ghm,AngularJS,"AngularJS was developed in 2008-2009 by Misko Hevery and Adam Abrons and is now maintained by Google. AngularJS is a Javascript open-source front-end framework that is mainly used to develop single-page web applications(SPAs). It is a continuously growing and expanding framework which provides better ways for developing web applications.It changes the static HTML to dynamic HTML. Its features like dynamic binding and dependency injection eliminate the need for code that we have to write otherwise. AngularJS is rapidly growing and because of this reason, we have different versions of AngularJs with the latest stable being 1.7.7. It is also important to note that Angular is different from AngularJs. It is an open-source project which can be freely used and changed by anyone. It extends HTML attributes with Directives, and data is bound with HTML.Key Points: Why use it?Example:Output:Learn more about AngularJS:Complete Reference:Interview Questions:If you like GeeksforGeeks and would like to contribute, you can also write an article and mail your article to review-team@geeksforgeeks.org. See your article appearing on the GeeksforGeeks main page and help other Geeks.Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/angular-primeng/?ref=ghm,Angular PrimeNG,"Angular PrimeNG is an open-source framework with a rich set of native Angular UI components that are used for great styling and this framework is used to make responsive websites with very much ease.Creating Angular application & module installation:Step 1: Create an Angular application using the following command.Step 2: After creating your project folder i.e. appname, move to it using the following command.Step 3: Install PrimeNG in your given directory. Please refer to the Angular CLI Angular Project Setup article for the detailed installation procedure.Project Structure: After successful installation, it will look like the following image:Project StructureExample: This example illustrates the implementation of Angular PrimeNG.Output: Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/angular-ngx-bootstrap/?ref=ghm,Angular ngx Bootstrap,"Angular ngx Bootstrap is an open-source independent project that provides Bootstrap components powered by Angular. It is basically a bootstrap framework used with angular to create components with great styling and this framework is very easy to use and is used to make responsive websites. With the help of ngx Bootstrap, we can make an interactive web application that enhances the overall interactivity of the web app.In order to utilize the ngx Bootstrap in the Angular project, we can implement either of the technique to install:We will understand both the installation procedures, along with knowing their implementation through the examples.Installing using the Manual way through npm: Before we proceed to install the Angular ngx Bootstrap, we must have installed the Angular CLI in the system. Please refer to the Angular CLI Angular Project Setup article for the detailed installation procedure.Make sure the Angular CLI & Node Package Manager is installed properly. To check the version installed, run the below commands:We will follow the below steps to install the Angular ngx Bootstrap.Step1: Installation syntax: Run the below command to install the  ngx Bootstrap:Step 2: After successful installation, add the required package to NgModule imports in the app.module.ts file, as given below:Step 3: Add the following <link> tag in index.html file:<link href=”https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css” rel=”stylesheet”>Step 4: Add the component in the app.component.html file:Step 5: Run the app using the following command:It will render the application to the http://localhost:4200/ in the browser.Installing using Angular CLI:We can directly add the Boostrap to the Angular project using the ng add command that will update the Bootstrap module in the project.Project Structure: After successful installation, the project will contain the following modules & components:Project StructureExample: This example illustrates the implementation of Angular ngx Bootstrap in the Angular project.index.html:app.component.html:app.component.ts:app.component.css:app.module.ts:Output: Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/nodejs/?ref=ghm,NodeJS,"Node.js is an open-source and cross-platform runtime environment built on Chrome’s V8 JavaScript engine for executing JavaScript code outside of a browser. You need to recollect that NodeJS isn’t a framework, and it’s not a programing language. It provides an event-driven, non-blocking (asynchronous) I/O and cross-platform runtime environment for building highly scalable server-side applications using JavaScript.Most people are confused and understand it’s a framework or a programing language. We often use Node.js for building back-end services like APIs, Web App, or Mobile App. It’s utilized in production by large companies like Paypal, Uber, Netflix, Walmart, etc. Why to learn NodeJS?Example:Steps to Run: First, Download and Install in your system and then use the following command to run your code.Output: The output will dispaly on console screen.Learn more about Node.js:Complete References:Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/express-js/?ref=ghm,Express.js,"Express.js is a small framework that works on top of Node.js web server functionality to simplify its APIs and add helpful new features. It makes it easier to organize your application’s functionality with middleware and routing. It adds helpful utilities to Node.js HTTP objects and facilitates the rendering of dynamic HTTP objects.Why Express ?Installing Express:We can install it with npm. Make sure that you have Node.js and npm installed.Step 1: Creating a directory for our project and make that our working directory.Step 2: Using npm init command to create a package.json file for our project.This command describes all the dependencies of our project. The file will be updated when adding further Installing ExpressStep 3: Now in your gfg(name of your folder) folder type the following command line:Now let’s understand the working of express.js through an example.Project Structure: It will look like the following.Example: Write the following code in app.js.Step to run the application: Start the app by typing following command.Output:Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/jquery-tutorials/?ref=ghm,jQuery,"jQuery is an open-source JavaScript library that simplifies the interactions between an HTML/CSS document, or more precisely the Document Object Model (DOM), and JavaScript. Elaborating the terms, it simplifies HTML document traversing and manipulation, browser event handling, DOM animations, Ajax interactions, and cross-browser JavaScript development.Example: In this example, we are using hover() and css() methods to change the style of heading content on mouse move over.Output:Why to use jQuery?Some of the key points that support the answer for why to use jQuery:Using jQuery (JavaScript library) on HTML page: There are several ways to start using it on your website.Learn more about jQuery:Complete Reference:Questions Asked in Interview | Interview Questions and Answers:Recent Articles on jQueryPlease write comments if you find anything incorrect, or you want to share more information about the topic discussed above.",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/jquery-mobile/?ref=ghm,jQuery Mobile,"jQuery Mobile is an HTML5 based user interface system designed to make responsive websites and apps that are accessible on all smartphone, tablet, and desktop devices.Why jQuery Mobile?jQuery Mobile framework takes the “write less, do more” mantra to the next level. Instead of writing unique applications for each mobile device or OS, it allows you to design a single highly-branded responsive website or application that will work on all popular smartphone, tablet, and desktop platforms. It uses features of jQuery and jQuery UI for making mobile-compatible websites. It is used for making responsive websites and apps. It is open-source and a cross-platform-compatible framework. Download and Install jQuery Mobile: Visit the home page of the website i.e. jquerymobile.com/, you will see two options to download it.Click on any of the two options to download the zipped files. After downloading the zip file, unzip the files and save them in a folder. After that, create an HTML file like index.html and add file links inside the head section of the code.// Including stylesheets file<link rel=”stylesheet” href=”jquery.mobile-1.4.5.min.css” />// Including the jQuery library<script src=”jquery-1.11.1.min.js”></script>// Including the library file<script src=”jquery.mobile-1.4.5.min.js”></script>Using CDN Link: Without downloading the jQuery Mobile files, you can include CDN links inside the head section to run the code. The description of these 3 CDN links are –// Including stylesheets file<link rel=”stylesheet” href=”http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.css” />// Including the jQuery library<script src=”http://code.jquery.com/jquery-1.11.1.min.js”></script>// Including the library file<script src=”http://code.jquery.com/mobile/1.4.5/jquery.mobile-1.4.5.min.js”></script>Example: In this example, we will create a simple search Input field.Output:Learn More About jQuery Mobile:Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/jquery-ui/?ref=ghm,jQuery UI,"jQuery UI is a curated set of user interface interactions, effects, widgets, and themes built on top of the jQuery JavaScript Library. Whether you’re building highly interactive web applications, or you just need to add a date picker to a form control, jQuery UI is a perfect choice.jQuery UI contains a set of plugins that provide new features to the core jQuery library. It is categorized into four groups i.e. interactions, widgets, effects, utilities. It is an open-source library that contains different animation effects and widgets that help in the development of highly interactive user-friendly web applications. This library needs very less maintenance. It can be used with almost all browsers.   <link rel=”stylesheet” href=”jqueryui/jquery-ui.min.css”><script src=”jqueryui/external/jquery/jquery.js”></script><script src=”jqueryui/jquery-ui.min.js”></script>Using CDN Link: Without downloading the jQuery UI files, you can include CDN links inside the head section to run your code.<link href=”https://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css” rel =”stylesheet”><script src=”https://code.jquery.com/jquery-1.10.2.js”></script><script src=”https://code.jquery.com/ui/1.10.4/jquery-ui.js”></script>Example: In this example, we will display the date picker on the page using jQuery UI.Output:Interactions:Widgets:Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/jquery-easyui/?ref=ghm,jQuery EasyUI,"EasyUI jQuery is an HTML5 framework for using user interface components based on jQuery. It helps in building features for interactive web and mobile applications saving a lot of time for developers.Why EasyUI ?EasyUI gives you the tools that you need to create modern and interactive JavaScript applications. You don’t need to write much JavaScript code while using EasyUI. Instead, you usually define the user interface by creating basic HTML markups. Each component of EasyUI has its own properties, methods, and events which can be easily extended to make web pages easily.Steps to Install and use EasyUI: Follow the below steps to install and use jQuery EasyUI.Step 1: Download the library from the below link:Step 2: Add the following CSS and JavaScript files path into head section of your HTML code.<link rel=”stylesheet” type=”text/css” href=”easyui/themes/default/easyui.css”><link rel=”stylesheet” type=”text/css” href=”easyui/themes/icon.css”><script type=”text/javascript” src=”easyui/jquery.min.js”></script><script type=”text/javascript” src=”easyui/jquery.easyui.min.js”></script>Step 3: Now you can define an EasyUI component from markup or using JavaScript.Let’s understand the working of EasyUI jQuery using an example.Example: In this example, we will see how to design a menu button using the jQuery EasyUI menubutton widget.Output:Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/jqwidgets/?ref=ghm,jQWidgets,"jQWidgets is a JavaScript framework for making web-based applications for PC and mobile devices. It is a very powerful and optimized framework, platform-independent, and widely supported. It has more than 60 UI widget that helps to create attractive UI design.Download and Installation:Installing jQWidgets using npm: Installing the jQWidgets Bower Package:Example: This example describe the basic example. In this example, we will use jqxCalendar widget to create a calendar and added the back text on it using backText Property.Output:jQWidgets Complete References: Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/reactjs-tutorials/?ref=ghm,ReactJS Tutorials,"React is a declarative, efficient, and flexible JavaScript library for building user interfaces. It is an open-source, component-based front-end library that is responsible only for the view layer of the application. ReactJS is not a framework, it is just a library developed by Facebook to solve some problems that we were facing earlier. React is a declarative, efficient, and flexible JavaScript library for building user interfaces. It is a Model-View-Controller (MVC) architecture-based library that plays the role of “V” which means view. It designs simple views for each state in your application, and React will efficiently update and render just the right component when your data changes. The declarative view makes your code more predictable and easier to debug.Before you start learning ReactJS, we assume that you have knowledge of HTML, CSS and JavaScript. There are few others skill sets that will help you to complete this tutorial at your best pace.Example: This example is only to give you an idea of how JSX looks. In this whole tutorial, we will use JSX.Output:A Project will always help you to be confident in your learning path, so we recommend you to follow the bellow mentioned articles after you clear your fundamentals of React by following our React Basics section.",https://www.geeksforgeeks.org/
https://www.geeksforgeeks.org/react-bootstrap/?ref=ghm,React Bootstrap,"The most popular CSS framework for responsive layouts is Bootstrap. This open-source toolkit includes Sass variables, a responsive grid framework, and a large number of JavaScript plugins. It has now been redesigned in React so that it can work with React apps. Bootstrap 4 relies on jQuery, however, jQuery isn’t ideal for React because it manipulates the DOM directly, whereas React works with a virtual DOM. Because React Bootstrap effectively replaces Bootstrap JavaScript, each component has been redesigned to work seamlessly with React.Why React Bootstrap?React-Bootstrap is a React-based reimplementation of the Bootstrap components. It doesn’t require either bootstrap.js or jQuery. You already have everything you need if you have React and React-Bootstrap installed.Installing React Bootstrap: We can install it using npm or yarn.Now let’s understand the working of React Bootstrap using an example.Creating react app: To build a react application follow the below steps:Step 1: Create a react application using the following command  Step 2: Once it is done change your directory to the newly created application using the following command  Step 3: Install Bootstrap dependencyProject Structure: It will look like the following.Example: In this example, we will create an animated progress bar using react-bootstrap.Step to run the Application: Enter the following command to run the application.Output:Please write comments if you find anything incorrect, or you want to share more information about the topic discussed above",https://www.geeksforgeeks.org/
